G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,정리일자,불용일자,내용연수
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202100104,2021-05-03,669000,폐기,폐품,내구연한 경과,2021-05-05,2025-05-31,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202100110,2021-05-03,669000,폐기,정비필요품,수리비용과다,2021-05-05,2023-11-01,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202000119,2020-06-21,2216000,폐기,정비필요품,수리비용과다,2020-07-27,2022-08-17,6
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201700130,2017-06-21,5898000,매각,중고품,구형화,2017-06-22,2019-06-25,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201700131,2017-06-21,5898000,폐기,폐품,내구연한 경과,2017-06-22,2019-04-24,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201700133,2017-06-21,5898000,폐기,폐품,내구연한 경과,2017-06-22,2024-05-16,5
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600143,2016-02-22,3314000,폐기,정비필요품,수리비용과다,2016-03-28,2021-01-20,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600144,2016-02-22,3314000,폐기,폐품,내구연한 경과,2016-03-28,2018-05-13,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600158,2016-06-11,5803000,폐기,정비필요품,수리비용과다,2016-07-30,2018-03-31,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600162,2016-06-11,5803000,폐기,폐품,내구연한 경과,2016-07-30,2018-12-14,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600163,2016-06-11,5803000,폐기,폐품,내구연한 경과,2016-07-30,2020-08-21,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600164,2016-06-11,5803000,멸실,정비필요품,수리비용과다,2016-07-30,2021-08-25,8
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900185,2019-04-13,10967000,폐기,정비필요품,수리비용과다,2019-06-04,2021-07-21,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900186,2019-04-13,10967000,매각,중고품,구형화,2019-06-04,2022-09-21,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900190,2019-04-13,10967000,폐기,폐품,내구연한 경과,2019-06-04,2022-08-07,5
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202100193,2021-01-11,31430000,폐기,정비필요품,수리비용과다,2021-03-06,2023-04-25,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202100195,2021-01-11,31430000,폐기,정비필요품,수리비용과다,2021-03-06,2023-07-30,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202100196,2021-01-11,31430000,폐기,폐품,내구연한 경과,2021-03-06,2025-12-14,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202100198,2021-01-11,31430000,매각,중고품,활용부서부재,2021-03-06,2024-12-13,7
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000213,2020-06-29,3846000,폐기,폐품,내구연한 경과,2020-06-30,2025-04-10,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201500244,2015-06-13,2817000,폐기,폐품,내구연한 경과,2015-07-14,2023-10-17,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201800251,2018-09-12,4110000,매각,중고품,구형화,2018-10-12,2020-02-24,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201800253,2018-09-12,4110000,폐기,폐품,내구연한 경과,2018-10-12,2023-04-29,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500264,2015-12-31,5878000,매각,중고품,활용부서부재,2016-01-02,2024-05-01,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500266,2015-12-31,5878000,폐기,폐품,내구연한 경과,2016-01-02,2019-11-30,6
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202000275,2020-02-09,8288000,폐기,폐품,내구연한 경과,2020-03-18,2023-08-21,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202000276,2020-02-09,8288000,폐기,폐품,내구연한 경과,2020-03-18,2023-09-13,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202000279,2020-02-09,8288000,매각,중고품,활용부서부재,2020-03-18,2024-09-08,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201600298,2016-03-26,226000,폐기,정비필요품,수리비용과다,2016-03-28,2023-09-07,5
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201500301,2015-07-25,651000,폐기,중고품,구형화,2015-08-28,2017-10-07,10
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202200309,2022-09-01,341000,폐기,중고품,구형화,2022-09-02,2024-01-13,4
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202100313,2021-03-25,8441000,폐기,폐품,내구연한 경과,2021-04-01,2023-06-10,5
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201800318,2018-10-01,10090000,매각,중고품,구형화,2018-10-07,2024-05-18,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201800322,2018-10-01,10090000,매각,중고품,구형화,2018-10-07,2025-07-03,6
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201500323,2015-11-13,1089000,폐기,정비필요품,수리비용과다,2016-01-05,2019-12-24,5
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202200330,2022-02-03,14982000,폐기,폐품,내구연한 경과,2022-03-21,2024-03-15,7
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500331,2015-10-03,12152000,폐기,정비필요품,수리비용과다,2015-11-23,2019-11-06,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500334,2015-10-03,12152000,매각,중고품,구형화,2015-11-23,2023-09-19,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500335,2015-10-03,12152000,매각,폐품,내구연한 경과,2015-11-23,2017-01-23,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500336,2015-10-03,12152000,폐기,폐품,내구연한 경과,2015-11-23,2018-09-10,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500337,2015-10-03,12152000,폐기,폐품,내구연한 경과,2015-11-23,2019-11-15,6
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700350,2017-06-26,5951000,폐기,정비필요품,수리비용과다,2017-08-14,2021-05-19,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700351,2017-06-26,5951000,매각,중고품,구형화,2017-08-14,2022-01-11,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700352,2017-06-26,5951000,폐기,정비필요품,수리비용과다,2017-08-14,2021-09-19,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700353,2017-06-26,5951000,폐기,폐품,내구연한 경과,2017-08-14,2019-05-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700361,2017-06-26,5951000,매각,중고품,구형화,2017-08-14,2025-01-04,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700365,2017-06-26,5951000,폐기,폐품,내구연한 경과,2017-08-14,2022-01-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700369,2017-06-26,5951000,매각,중고품,활용부서부재,2017-08-14,2020-04-09,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700380,2017-06-26,5951000,매각,폐품,내구연한 경과,2017-08-14,2023-12-11,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700381,2017-06-26,5951000,폐기,정비필요품,수리비용과다,2017-08-14,2019-11-27,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700383,2017-06-26,5951000,폐기,중고품,구형화,2017-08-14,2022-08-16,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202000385,2020-02-27,651000,폐기,정비필요품,수리비용과다,2020-03-02,2023-07-17,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202000386,2020-02-27,651000,폐기,폐품,내구연한 경과,2020-03-02,2023-09-30,10
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201800388,2018-04-27,713000,폐기,폐품,내구연한 경과,2018-04-29,2019-09-17,6
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900389,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2021-11-20,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900391,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2024-02-10,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900393,2019-10-26,7761000,폐기,정비필요품,수리비용과다,2019-12-11,2025-05-17,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900396,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2023-08-09,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900397,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2025-04-09,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900398,2019-10-26,7761000,매각,중고품,활용부서부재,2019-12-11,2023-01-19,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900399,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2024-01-18,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900400,2019-10-26,7761000,매각,중고품,활용부서부재,2019-12-11,2021-10-05,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900402,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2024-05-29,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900405,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2021-06-06,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900408,2019-10-26,7761000,폐기,정비필요품,수리비용과다,2019-12-11,2024-12-24,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900409,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2024-10-19,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900410,2019-10-26,7761000,폐기,폐품,내구연한 경과,2019-12-11,2022-07-03,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900423,2019-10-26,7761000,폐기,정비필요품,수리비용과다,2019-12-11,2023-10-09,10
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201900427,2019-03-16,1485000,매각,중고품,활용부서부재,2019-03-20,2021-12-13,6
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600431,2016-06-03,8628000,폐기,폐품,내구연한 경과,2016-07-23,2023-12-27,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600432,2016-06-03,8628000,매각,중고품,구형화,2016-07-23,2020-06-15,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600433,2016-06-03,8628000,매각,중고품,활용부서부재,2016-07-23,2024-06-17,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600436,2016-06-03,8628000,폐기,폐품,내구연한 경과,2016-07-23,2018-04-18,10
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201900442,2019-08-25,385000,폐기,폐품,내구연한 경과,2019-10-12,2022-04-28,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201900443,2019-08-25,385000,폐기,폐품,내구연한 경과,2019-10-12,2023-11-15,5
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900453,2019-04-07,2250000,폐기,정비필요품,수리비용과다,2019-05-25,2021-04-29,10
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700461,2017-01-05,617000,폐기,폐품,내구연한 경과,2017-03-04,2024-01-28,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700463,2017-01-05,617000,폐기,폐품,내구연한 경과,2017-03-04,2025-08-26,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700465,2017-01-05,617000,폐기,폐품,내구연한 경과,2017-03-04,2022-06-12,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700466,2017-01-05,617000,폐기,폐품,내구연한 경과,2017-03-04,2024-10-01,5
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202200507,2022-05-05,7629000,폐기,폐품,내구연한 경과,2022-05-10,2025-08-19,10
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201600508,2016-07-27,9862000,폐기,폐품,내구연한 경과,2016-07-28,2020-11-30,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201600509,2016-07-27,9862000,매각,정비필요품,수리비용과다,2016-07-28,2021-04-23,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201600513,2016-07-27,9862000,매각,중고품,구형화,2016-07-28,2024-03-10,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201600514,2016-07-27,9862000,폐기,폐품,내구연한 경과,2016-07-28,2025-08-05,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202100520,2021-03-28,559000,폐기,폐품,내구연한 경과,2021-05-08,2025-09-05,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202100525,2021-03-28,559000,폐기,폐품,내구연한 경과,2021-05-08,2024-02-23,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202100527,2021-03-28,559000,폐기,폐품,내구연한 경과,2021-05-08,2024-12-11,5
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200531,2022-05-17,6751000,폐기,폐품,내구연한 경과,2022-05-21,2025-01-26,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200546,2022-05-17,6751000,폐기,중고품,구형화,2022-05-21,2024-04-20,10
4322260926066170,"라우터, Netgear, (US)PR60X",M202100550,2021-06-04,3957000,폐기,폐품,내구연한 경과,2021-06-06,2025-07-26,6
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202100558,2021-07-25,3007000,매각,중고품,활용부서부재,2021-07-30,2024-07-02,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202100561,2021-07-25,3007000,폐기,폐품,내구연한 경과,2021-07-30,2024-01-06,5
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201500565,2015-03-16,428000,매각,중고품,구형화,2015-05-04,2020-03-10,10
4322260926066170,"라우터, Netgear, (US)PR60X",M201700588,2017-07-07,5634000,매각,중고품,구형화,2017-08-14,2021-07-03,6
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500633,2015-04-22,11013000,폐기,정비필요품,수리비용과다,2015-06-15,2019-08-23,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500634,2015-04-22,11013000,폐기,폐품,내구연한 경과,2015-06-15,2021-03-27,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500639,2015-04-22,11013000,폐기,중고품,구형화,2015-06-15,2022-08-14,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500640,2015-04-22,11013000,폐기,폐품,내구연한 경과,2015-06-15,2021-04-10,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500645,2015-04-22,11013000,폐기,폐품,내구연한 경과,2015-06-15,2023-05-09,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500650,2015-04-22,11013000,폐기,정비필요품,수리비용과다,2015-06-15,2018-03-27,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500659,2015-04-22,11013000,매각,중고품,활용부서부재,2015-06-15,2023-04-24,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500666,2015-04-22,11013000,폐기,폐품,내구연한 경과,2015-06-15,2024-06-30,10
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201500676,2015-08-14,1099000,폐기,폐품,내구연한 경과,2015-09-20,2018-06-06,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201500678,2015-08-14,1099000,매각,중고품,활용부서부재,2015-09-20,2024-02-06,5
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200683,2022-01-26,10220000,매각,폐품,내구연한 경과,2022-03-21,2023-12-01,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200685,2022-01-26,10220000,폐기,폐품,내구연한 경과,2022-03-21,2025-05-04,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200686,2022-01-26,10220000,폐기,정비필요품,수리비용과다,2022-03-21,2025-03-07,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200689,2022-01-26,10220000,폐기,정비필요품,수리비용과다,2022-03-21,2024-05-24,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200694,2022-01-26,10220000,폐기,정비필요품,수리비용과다,2022-03-21,2025-07-10,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200696,2022-01-26,10220000,폐기,폐품,내구연한 경과,2022-03-21,2025-03-31,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200698,2022-01-26,10220000,폐기,폐품,내구연한 경과,2022-03-21,2025-08-23,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200700,2022-01-26,10220000,폐기,폐품,내구연한 경과,2022-03-21,2024-12-15,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202200704,2022-01-26,10220000,폐기,정비필요품,수리비용과다,2022-03-21,2025-03-03,10
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201700706,2017-04-28,10940000,폐기,폐품,내구연한 경과,2017-05-02,2020-11-19,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201700710,2017-04-28,10940000,폐기,정비필요품,수리비용과다,2017-05-02,2022-03-08,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201700712,2017-04-28,10940000,폐기,정비필요품,수리비용과다,2017-05-02,2023-02-23,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201800717,2018-01-14,1429000,폐기,정비필요품,수리비용과다,2018-02-20,2020-10-24,5
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700722,2017-07-03,8702000,폐기,중고품,구형화,2017-08-25,2024-12-09,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700725,2017-07-03,8702000,폐기,정비필요품,수리비용과다,2017-08-25,2019-07-15,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700728,2017-07-03,8702000,폐기,폐품,내구연한 경과,2017-08-25,2021-11-16,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700742,2017-07-03,8702000,폐기,정비필요품,수리비용과다,2017-08-25,2023-12-18,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700744,2017-07-03,8702000,폐기,폐품,내구연한 경과,2017-08-25,2021-10-06,10
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201700751,2017-08-23,6258000,폐기,정비필요품,수리비용과다,2017-08-28,2025-04-08,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201700753,2017-08-23,6258000,폐기,폐품,내구연한 경과,2017-08-28,2020-08-16,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201700755,2017-08-23,6258000,폐기,폐품,내구연한 경과,2017-08-28,2022-02-22,8
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201600756,2016-12-19,759000,폐기,중고품,활용부서부재,2017-02-13,2025-04-12,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900825,2019-02-22,10909000,폐기,폐품,내구연한 경과,2019-03-26,2024-05-18,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900827,2019-02-22,10909000,매각,폐품,내구연한 경과,2019-03-26,2025-08-04,5
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202100834,2021-10-12,1075000,폐기,폐품,내구연한 경과,2021-10-17,2025-03-23,10
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202200844,2022-05-27,20470000,매각,중고품,구형화,2022-05-30,2024-04-20,7
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202100847,2021-02-24,5852000,폐기,폐품,내구연한 경과,2021-04-17,2023-12-01,8
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202300864,2023-01-16,1528000,폐기,폐품,내구연한 경과,2023-01-22,2024-09-19,10
