G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,운용부서,물품상태,사유
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202200326,2022-02-03,14982000,글로벌문화통상대학RC행정팀(ERICA),중고품,사업종료
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202200327,2022-02-03,14982000,글로벌문화통상대학RC행정팀(ERICA),정비필요품,고장/파손
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202200330,2022-02-03,14982000,글로벌문화통상대학RC행정팀(ERICA),폐품,사용연한경과
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500331,2015-10-03,12152000,시설팀(ERICA),정비필요품,고장/파손
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500334,2015-10-03,12152000,시설팀(ERICA),중고품,불용결정
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500335,2015-10-03,12152000,시설팀(ERICA),폐품,사용연한경과
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500336,2015-10-03,12152000,시설팀(ERICA),폐품,사용연한경과
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201500337,2015-10-03,12152000,시설팀(ERICA),폐품,사용연한경과
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202200339,2022-03-07,3227000,경상대학RC행정팀(ERICA),폐품,사용연한경과
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202200342,2022-03-07,3227000,경상대학RC행정팀(ERICA),폐품,사용연한경과
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700349,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,불용결정
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700350,2017-06-26,5951000,공학대학RC행정팀(ERICA),정비필요품,고장/파손
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700351,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,불용결정
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700352,2017-06-26,5951000,공학대학RC행정팀(ERICA),정비필요품,고장/파손
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700353,2017-06-26,5951000,공학대학RC행정팀(ERICA),폐품,사용연한경과
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700355,2017-06-26,5951000,공학대학RC행정팀(ERICA),정비필요품,고장/파손
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700357,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,불용결정
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700358,2017-06-26,5951000,공학대학RC행정팀(ERICA),정비필요품,고장/파손
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700360,2017-06-26,5951000,공학대학RC행정팀(ERICA),정비필요품,고장/파손
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700361,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,불용결정
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700362,2017-06-26,5951000,공학대학RC행정팀(ERICA),정비필요품,고장/파손
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700365,2017-06-26,5951000,공학대학RC행정팀(ERICA),폐품,사용연한경과
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700366,2017-06-26,5951000,공학대학RC행정팀(ERICA),폐품,사용연한경과
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700369,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,사업종료
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700372,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,불용결정
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700375,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,불용결정
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700377,2017-06-26,5951000,공학대학RC행정팀(ERICA),신품,잉여물품
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700378,2017-06-26,5951000,공학대학RC행정팀(ERICA),신품,잉여물품
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700379,2017-06-26,5951000,공학대학RC행정팀(ERICA),폐품,사용연한경과
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700380,2017-06-26,5951000,공학대학RC행정팀(ERICA),폐품,사용연한경과
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700381,2017-06-26,5951000,공학대학RC행정팀(ERICA),정비필요품,고장/파손
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201700383,2017-06-26,5951000,공학대학RC행정팀(ERICA),중고품,불용결정
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202000385,2020-02-27,651000,경상대학RC행정팀(ERICA),정비필요품,고장/파손
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202000386,2020-02-27,651000,경상대학RC행정팀(ERICA),폐품,사용연한경과
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000387,2020-01-12,987000,경상대학RC행정팀(ERICA),중고품,불용결정
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201800388,2018-04-27,713000,소프트웨어융합대학RC행정팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900389,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900391,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900393,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900395,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900396,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900397,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900398,2019-10-26,7761000,시설팀(ERICA),중고품,사업종료
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900399,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900400,2019-10-26,7761000,시설팀(ERICA),중고품,사업종료
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900402,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900403,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900404,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900405,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900406,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900408,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900409,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900410,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900415,2019-10-26,7761000,시설팀(ERICA),폐품,사용연한경과
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900417,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900418,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900420,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900421,2019-10-26,7761000,시설팀(ERICA),중고품,불용결정
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900423,2019-10-26,7761000,시설팀(ERICA),정비필요품,고장/파손
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201900427,2019-03-16,1485000,시설팀(ERICA),중고품,사업종료
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600428,2016-06-03,8628000,글로벌문화통상대학RC행정팀(ERICA),신품,잉여물품
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600431,2016-06-03,8628000,글로벌문화통상대학RC행정팀(ERICA),폐품,사용연한경과
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600432,2016-06-03,8628000,글로벌문화통상대학RC행정팀(ERICA),중고품,불용결정
