G2B_목록번호,G2B_목록명,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,승인상태,취득정리구분,운용부서코드,비고,유효시작일자,유효종료일자,수량
4016160225676461,공기청정기,ERICA,2005-09-15,772000,2005-09-22,글로벌문화통상대학RC행정팀(ERICA),취득,9,확정,자체구입,C360,,2005-09-22,2005-09-21,1
4016160225676461,공기청정기,ERICA,2006-10-11,792000,2006-10-16,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,강의실 미세먼지 관리,2006-10-16,2099-12-31,1
4016160225676461,공기청정기,ERICA,2006-10-11,792000,2006-10-16,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,강의실 미세먼지 관리,2006-10-16,2006-10-15,1
4016160225676461,공기청정기,ERICA,2006-12-17,753000,2006-12-22,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2006-12-22,2099-12-31,1
4016160225676461,공기청정기,ERICA,2006-12-17,753000,2006-12-22,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2006-12-22,2006-12-21,1
4016160225676461,공기청정기,ERICA,2007-01-01,771000,2007-01-05,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,,2007-01-05,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-01-01,771000,2007-01-05,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,,2007-01-05,2007-01-04,1
4016160225676461,공기청정기,ERICA,2007-05-05,747000,2007-05-12,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2007-05-12,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-05-05,747000,2007-05-12,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2007-05-12,2007-05-11,1
4016160225676461,공기청정기,ERICA,2007-05-20,796000,2007-05-23,시설팀(ERICA),운용,9,확정,자체구입,A351,,2007-05-23,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-05-20,796000,2007-05-23,시설팀(ERICA),취득,9,확정,자체구입,A351,,2007-05-23,2007-05-22,1
4016160225676461,공기청정기,ERICA,2007-06-05,782000,2007-06-09,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,,2007-06-09,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-06-05,782000,2007-06-09,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,,2007-06-09,2007-06-08,1
4016160225676461,공기청정기,ERICA,2007-06-13,784000,2007-06-18,시설팀(ERICA),운용,9,확정,자체구입,A351,,2007-06-18,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-06-13,784000,2007-06-18,시설팀(ERICA),취득,9,확정,자체구입,A351,,2007-06-18,2007-06-17,1
4016160225676461,공기청정기,ERICA,2007-07-04,737000,2007-07-09,경상대학RC행정팀(ERICA),운용,9,확정,자체구입,C364,,2007-07-09,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-07-04,737000,2007-07-09,경상대학RC행정팀(ERICA),취득,9,확정,자체구입,C364,,2007-07-09,2007-07-08,1
4016160225676461,공기청정기,ERICA,2007-09-27,784000,2007-09-30,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,,2007-09-30,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-09-27,784000,2007-09-30,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,,2007-09-30,2007-09-29,1
4016160225676461,공기청정기,ERICA,2007-11-12,800000,2007-11-17,학생지원팀(ERICA),운용,9,확정,자체구입,A320,강의실 미세먼지 관리,2007-11-17,2099-12-31,1
4016160225676461,공기청정기,ERICA,2007-11-12,800000,2007-11-17,학생지원팀(ERICA),취득,9,확정,자체구입,A320,강의실 미세먼지 관리,2007-11-17,2007-11-16,1
4016160225676461,공기청정기,ERICA,2008-01-03,747000,2008-01-06,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,강의실 미세먼지 관리,2008-01-06,2099-12-31,1
4016160225676461,공기청정기,ERICA,2008-01-03,747000,2008-01-06,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,강의실 미세먼지 관리,2008-01-06,2008-01-05,1
4016160225676461,공기청정기,ERICA,2008-01-12,751000,2008-01-16,시설팀(ERICA),운용,9,확정,자체구입,A351,,2008-01-16,2099-12-31,1
4016160225676461,공기청정기,ERICA,2008-01-12,751000,2008-01-16,시설팀(ERICA),취득,9,확정,자체구입,A351,,2008-01-16,2008-01-15,1
4016160225676461,공기청정기,ERICA,2008-01-20,775000,2008-01-23,학생지원팀(ERICA),운용,9,확정,자체구입,A320,,2008-01-23,2099-12-31,1
4016160225676461,공기청정기,ERICA,2008-01-20,775000,2008-01-23,학생지원팀(ERICA),취득,9,확정,자체구입,A320,,2008-01-23,2008-01-22,1
4016160225676461,공기청정기,ERICA,2008-01-21,796000,2008-01-24,학생지원팀(ERICA),운용,9,확정,자체구입,A320,강의실 미세먼지 관리,2008-01-24,2099-12-31,1
4016160225676461,공기청정기,ERICA,2008-01-21,796000,2008-01-24,학생지원팀(ERICA),취득,9,확정,자체구입,A320,강의실 미세먼지 관리,2008-01-24,2008-01-23,1
4016160225676461,공기청정기,ERICA,2008-11-01,773000,2008-11-05,학생지원팀(ERICA),운용,9,확정,자체구입,A320,강의실 미세먼지 관리,2008-11-05,2099-12-31,1
4016160225676461,공기청정기,ERICA,2008-11-01,773000,2008-11-05,학생지원팀(ERICA),취득,9,확정,자체구입,A320,강의실 미세먼지 관리,2008-11-05,2008-11-04,1
4016160225676461,공기청정기,ERICA,2009-02-06,791000,2009-02-12,글로벌문화통상대학RC행정팀(ERICA),운용,9,확정,자체구입,C360,,2009-02-12,2099-12-31,1
4016160225676461,공기청정기,ERICA,2009-02-06,791000,2009-02-12,글로벌문화통상대학RC행정팀(ERICA),취득,9,확정,자체구입,C360,,2009-02-12,2009-02-11,1
4016160225676461,공기청정기,ERICA,2009-04-22,770000,2009-04-26,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,강의실 미세먼지 관리,2009-04-26,2099-12-31,1
4016160225676461,공기청정기,ERICA,2009-04-22,770000,2009-04-26,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,강의실 미세먼지 관리,2009-04-26,2009-04-25,1
4016160225676461,공기청정기,ERICA,2009-05-02,778000,2009-05-08,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2009-05-08,2099-12-31,1
4016160225676461,공기청정기,ERICA,2009-05-02,778000,2009-05-08,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2009-05-08,2009-05-07,1
4016160225676461,공기청정기,ERICA,2009-05-23,755000,2009-05-27,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,,2009-05-27,2099-12-31,1
4016160225676461,공기청정기,ERICA,2009-05-23,755000,2009-05-27,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,,2009-05-27,2009-05-26,1
4016160225676461,공기청정기,ERICA,2009-07-04,738000,2009-07-09,경상대학RC행정팀(ERICA),운용,9,확정,자체구입,C364,,2009-07-09,2099-12-31,1
4016160225676461,공기청정기,ERICA,2009-07-04,738000,2009-07-09,경상대학RC행정팀(ERICA),취득,9,확정,자체구입,C364,,2009-07-09,2009-07-08,1
4016160225676461,공기청정기,ERICA,2009-07-20,768000,2009-07-24,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2009-07-24,2099-12-31,1
4016160225676461,공기청정기,ERICA,2009-07-20,768000,2009-07-24,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2009-07-24,2009-07-23,1
4016160225676461,공기청정기,ERICA,2009-07-27,788000,2009-08-02,학생지원팀(ERICA),운용,9,확정,자체구입,A320,강의실 미세먼지 관리,2009-08-02,2099-12-31,1
4016160225676461,공기청정기,ERICA,2009-07-27,788000,2009-08-02,학생지원팀(ERICA),취득,9,확정,자체구입,A320,강의실 미세먼지 관리,2009-08-02,2009-08-01,1
4016160225676461,공기청정기,ERICA,2015-03-21,763000,2015-03-26,학생지원팀(ERICA),운용,9,확정,자체구입,A320,,2015-03-26,2099-12-31,1
4016160225676461,공기청정기,ERICA,2015-03-21,763000,2015-03-26,학생지원팀(ERICA),취득,9,확정,자체구입,A320,,2015-03-26,2015-03-25,1
4016160225676461,공기청정기,ERICA,2015-04-06,811000,2015-04-11,글로벌문화통상대학RC행정팀(ERICA),운용,9,확정,자체구입,C360,,2015-04-11,2099-12-31,1
4016160225676461,공기청정기,ERICA,2015-04-06,811000,2015-04-11,글로벌문화통상대학RC행정팀(ERICA),취득,9,확정,자체구입,C360,,2015-04-11,2015-04-10,1
4016160225676461,공기청정기,ERICA,2015-05-23,766000,2015-05-26,시설팀(ERICA),운용,9,확정,자체구입,A351,,2015-05-26,2099-12-31,1
4016160225676461,공기청정기,ERICA,2015-05-23,766000,2015-05-26,시설팀(ERICA),취득,9,확정,자체구입,A351,,2015-05-26,2015-05-25,1
4016160225676461,공기청정기,ERICA,2015-06-09,789000,2015-06-14,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2015-06-14,2099-12-31,1
4016160225676461,공기청정기,ERICA,2015-06-09,789000,2015-06-14,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2015-06-14,2015-06-13,1
4016160225676461,공기청정기,ERICA,2015-10-10,761000,2015-10-17,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2015-10-17,2099-12-31,1
4016160225676461,공기청정기,ERICA,2015-10-10,761000,2015-10-17,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2015-10-17,2015-10-16,1
4016160225676461,공기청정기,ERICA,2015-12-05,811000,2015-12-08,시설팀(ERICA),운용,9,확정,자체구입,A351,,2015-12-08,2099-12-31,1
4016160225676461,공기청정기,ERICA,2015-12-05,811000,2015-12-08,시설팀(ERICA),취득,9,확정,자체구입,A351,,2015-12-08,2015-12-07,1
4016160225676461,공기청정기,ERICA,2016-04-19,773000,2016-04-26,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2016-04-26,2099-12-31,1
4016160225676461,공기청정기,ERICA,2016-04-19,773000,2016-04-26,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2016-04-26,2016-04-25,1
4016160225676461,공기청정기,ERICA,2016-08-09,793000,2016-08-13,글로벌문화통상대학RC행정팀(ERICA),운용,9,확정,자체구입,C360,강의실 미세먼지 관리,2016-08-13,2099-12-31,1
4016160225676461,공기청정기,ERICA,2016-08-09,793000,2016-08-13,글로벌문화통상대학RC행정팀(ERICA),취득,9,확정,자체구입,C360,강의실 미세먼지 관리,2016-08-13,2016-08-12,1
4016160225676461,공기청정기,ERICA,2016-08-10,797000,2016-08-17,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2016-08-17,2099-12-31,1
4016160225676461,공기청정기,ERICA,2016-08-10,797000,2016-08-17,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2016-08-17,2016-08-16,1
4016160225676461,공기청정기,ERICA,2016-08-10,826000,2016-08-17,시설팀(ERICA),운용,9,확정,자체구입,A351,,2016-08-17,2099-12-31,1
4016160225676461,공기청정기,ERICA,2016-08-10,826000,2016-08-17,시설팀(ERICA),취득,9,확정,자체구입,A351,,2016-08-17,2016-08-16,1
4016160225676461,공기청정기,ERICA,2016-08-21,836000,2016-08-24,시설팀(ERICA),운용,9,확정,자체구입,A351,,2016-08-24,2099-12-31,1
4016160225676461,공기청정기,ERICA,2016-08-21,836000,2016-08-24,시설팀(ERICA),취득,9,확정,자체구입,A351,,2016-08-24,2016-08-23,1
4016160225676461,공기청정기,ERICA,2017-01-28,779000,2017-02-04,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,사무실 환경 개선,2017-02-04,2099-12-31,1
4016160225676461,공기청정기,ERICA,2017-01-28,779000,2017-02-04,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,사무실 환경 개선,2017-02-04,2017-02-03,1
4016160225676461,공기청정기,ERICA,2017-02-04,767000,2017-02-07,경상대학RC행정팀(ERICA),운용,9,확정,자체구입,C364,사무실 환경 개선,2017-02-07,2099-12-31,1
4016160225676461,공기청정기,ERICA,2017-02-04,767000,2017-02-07,경상대학RC행정팀(ERICA),취득,9,확정,자체구입,C364,사무실 환경 개선,2017-02-07,2017-02-06,1
4016160225676461,공기청정기,ERICA,2017-08-28,819000,2017-09-02,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,,2017-09-02,2099-12-31,1
4016160225676461,공기청정기,ERICA,2017-08-28,819000,2017-09-02,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,,2017-09-02,2017-09-01,1
4016160225676461,공기청정기,ERICA,2017-09-05,808000,2017-09-09,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,강의실 미세먼지 관리,2017-09-09,2099-12-31,1
4016160225676461,공기청정기,ERICA,2017-09-05,808000,2017-09-09,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,강의실 미세먼지 관리,2017-09-09,2017-09-08,1
4016160225676461,공기청정기,ERICA,2017-09-12,777000,2017-09-17,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,,2017-09-17,2099-12-31,1
4016160225676461,공기청정기,ERICA,2017-09-12,777000,2017-09-17,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,,2017-09-17,2017-09-16,1
4016160225676461,공기청정기,ERICA,2017-11-14,773000,2017-11-21,시설팀(ERICA),운용,9,확정,자체구입,A351,,2017-11-21,2099-12-31,1
4016160225676461,공기청정기,ERICA,2017-11-14,773000,2017-11-21,시설팀(ERICA),취득,9,확정,자체구입,A351,,2017-11-21,2017-11-20,1
4016160225676461,공기청정기,ERICA,2017-12-09,791000,2017-12-15,소프트웨어융합대학RC행정팀(ERICA),운용,9,확정,자체구입,C354,,2017-12-15,2099-12-31,1
4016160225676461,공기청정기,ERICA,2017-12-09,791000,2017-12-15,소프트웨어융합대학RC행정팀(ERICA),취득,9,확정,자체구입,C354,,2017-12-15,2017-12-14,1
4016160225676461,공기청정기,ERICA,2018-02-07,831000,2018-02-13,학생지원팀(ERICA),운용,9,확정,자체구입,A320,,2018-02-13,2099-12-31,1
4016160225676461,공기청정기,ERICA,2018-02-07,831000,2018-02-13,학생지원팀(ERICA),취득,9,확정,자체구입,A320,,2018-02-13,2018-02-12,1
4016160225676461,공기청정기,ERICA,2018-05-25,823000,2018-05-31,학생지원팀(ERICA),운용,9,확정,자체구입,A320,,2018-05-31,2099-12-31,1
4016160225676461,공기청정기,ERICA,2018-05-25,823000,2018-05-31,학생지원팀(ERICA),취득,9,확정,자체구입,A320,,2018-05-31,2018-05-30,1
4016160225676461,공기청정기,ERICA,2018-07-18,826000,2018-07-22,글로벌문화통상대학RC행정팀(ERICA),운용,9,확정,자체구입,C360,,2018-07-22,2099-12-31,1
4016160225676461,공기청정기,ERICA,2018-07-18,826000,2018-07-22,글로벌문화통상대학RC행정팀(ERICA),취득,9,확정,자체구입,C360,,2018-07-22,2018-07-21,1
4016160225676461,공기청정기,ERICA,2018-11-19,793000,2018-11-26,학생지원팀(ERICA),운용,9,확정,자체구입,A320,,2018-11-26,2099-12-31,1
4016160225676461,공기청정기,ERICA,2018-11-19,793000,2018-11-26,학생지원팀(ERICA),취득,9,확정,자체구입,A320,,2018-11-26,2018-11-25,1
4016160225676461,공기청정기,ERICA,2018-12-20,776000,2018-12-23,학생지원팀(ERICA),운용,9,확정,자체구입,A320,,2018-12-23,2099-12-31,1
4016160225676461,공기청정기,ERICA,2018-12-20,776000,2018-12-23,학생지원팀(ERICA),취득,9,확정,자체구입,A320,,2018-12-23,2018-12-22,1
4016160225676461,공기청정기,ERICA,2019-04-25,803000,2019-04-28,경상대학RC행정팀(ERICA),운용,9,확정,자체구입,C364,사무실 환경 개선,2019-04-28,2099-12-31,1
4016160225676461,공기청정기,ERICA,2019-04-25,803000,2019-04-28,경상대학RC행정팀(ERICA),취득,9,확정,자체구입,C364,사무실 환경 개선,2019-04-28,2019-04-27,1
4016160225676461,공기청정기,ERICA,2019-08-10,772000,2019-08-17,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2019-08-17,2099-12-31,1
4016160225676461,공기청정기,ERICA,2019-08-10,772000,2019-08-17,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2019-08-17,2019-08-16,1
4016160225676461,공기청정기,ERICA,2019-08-21,792000,2019-08-28,글로벌문화통상대학RC행정팀(ERICA),운용,9,확정,자체구입,C360,사무실 환경 개선,2019-08-28,2099-12-31,1
4016160225676461,공기청정기,ERICA,2019-08-21,792000,2019-08-28,글로벌문화통상대학RC행정팀(ERICA),취득,9,확정,자체구입,C360,사무실 환경 개선,2019-08-28,2019-08-27,1
4016160225676461,공기청정기,ERICA,2019-12-19,783000,2019-12-25,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2019-12-25,2099-12-31,1
4016160225676461,공기청정기,ERICA,2019-12-19,783000,2019-12-25,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2019-12-25,2019-12-24,1
4016160225676461,공기청정기,ERICA,2020-03-01,792000,2020-03-06,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2020-03-06,2099-12-31,1
4016160225676461,공기청정기,ERICA,2020-03-01,792000,2020-03-06,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2020-03-06,2020-03-05,1
4016160225676461,공기청정기,ERICA,2020-04-13,777000,2020-04-20,학생지원팀(ERICA),운용,9,확정,자체구입,A320,,2020-04-20,2099-12-31,1
4016160225676461,공기청정기,ERICA,2020-04-13,777000,2020-04-20,학생지원팀(ERICA),취득,9,확정,자체구입,A320,,2020-04-20,2020-04-19,1
4016160225676461,공기청정기,ERICA,2024-07-08,809000,2024-07-15,글로벌문화통상대학RC행정팀(ERICA),운용,9,확정,자체구입,C360,사무실 환경 개선,2024-07-15,2099-12-31,1
4016160225676461,공기청정기,ERICA,2024-07-08,809000,2024-07-15,글로벌문화통상대학RC행정팀(ERICA),취득,9,확정,자체구입,C360,사무실 환경 개선,2024-07-15,2024-07-14,1
4016160225676461,공기청정기,ERICA,2024-12-10,847000,2024-12-13,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2024-12-13,2099-12-31,1
4016160225676461,공기청정기,ERICA,2024-12-10,847000,2024-12-13,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2024-12-13,2024-12-12,1
4016160225676461,공기청정기,ERICA,2025-08-03,861000,2025-08-08,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,사무실 환경 개선,2025-08-08,2099-12-31,1
4016160225676461,공기청정기,ERICA,2025-08-03,861000,2025-08-08,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,사무실 환경 개선,2025-08-08,2025-08-07,1
4016160225676461,공기청정기,ERICA,2025-09-23,874000,2025-09-26,시설팀(ERICA),운용,9,확정,자체구입,A351,,2025-09-26,2099-12-31,1
4016160225676461,공기청정기,ERICA,2025-09-23,874000,2025-09-26,시설팀(ERICA),취득,9,확정,자체구입,A351,,2025-09-26,2025-09-25,1
4016160225676461,공기청정기,ERICA,2025-10-06,803000,2025-10-10,시설팀(ERICA),운용,9,확정,자체구입,A351,강의실 미세먼지 관리,2025-10-10,2099-12-31,1
4016160225676461,공기청정기,ERICA,2025-10-06,803000,2025-10-10,시설팀(ERICA),취득,9,확정,자체구입,A351,강의실 미세먼지 관리,2025-10-10,2025-10-09,1
4016160225676461,공기청정기,ERICA,2025-12-28,797000,2026-01-01,공학대학RC행정팀(ERICA),운용,9,확정,자체구입,C352,,2026-01-01,2099-12-31,1
4016160225676461,공기청정기,ERICA,2025-12-28,797000,2026-01-01,공학대학RC행정팀(ERICA),취득,9,확정,자체구입,C352,,2026-01-01,2025-12-31,1
4016160225676461,공기청정기,서울,2005-01-01,768000,2005-01-08,사회과학대학RC행정팀(서울),운용,9,확정,자체구입,C190,,2005-01-08,2099-12-31,1
4016160225676461,공기청정기,서울,2005-01-01,768000,2005-01-08,사회과학대학RC행정팀(서울),취득,9,확정,자체구입,C190,,2005-01-08,2005-01-07,1
4016160225676461,공기청정기,서울,2005-02-13,729000,2005-02-18,인문과학대학RC행정팀(서울),운용,9,확정,자체구입,C188,,2005-02-18,2099-12-31,1
4016160225676461,공기청정기,서울,2005-02-13,729000,2005-02-18,인문과학대학RC행정팀(서울),취득,9,확정,자체구입,C188,,2005-02-18,2005-02-17,1
4016160225676461,공기청정기,서울,2005-02-15,770000,2005-02-19,공과대학RC행정팀(서울),운용,9,확정,자체구입,C182,,2005-02-19,2099-12-31,1
4016160225676461,공기청정기,서울,2005-02-15,770000,2005-02-19,공과대학RC행정팀(서울),취득,9,확정,자체구입,C182,,2005-02-19,2005-02-18,1
4016160225676461,공기청정기,서울,2005-03-09,746000,2005-03-13,인문과학대학RC행정팀(서울),운용,9,확정,자체구입,C188,사무실 환경 개선,2005-03-13,2099-12-31,1
4016160225676461,공기청정기,서울,2005-03-09,746000,2005-03-13,인문과학대학RC행정팀(서울),취득,9,확정,자체구입,C188,사무실 환경 개선,2005-03-13,2005-03-12,1
4016160225676461,공기청정기,서울,2005-03-10,759000,2005-03-17,자연과학대학RC행정팀(서울),운용,9,확정,기증,C192,,2005-03-17,2099-12-31,1
4016160225676461,공기청정기,서울,2005-03-10,759000,2005-03-17,자연과학대학RC행정팀(서울),취득,9,확정,기증,C192,,2005-03-17,2005-03-16,1
4016160225676461,공기청정기,서울,2005-06-26,738000,2005-07-02,사회과학대학RC행정팀(서울),운용,9,확정,자체구입,C190,강의실 미세먼지 관리,2005-07-02,2099-12-31,1
4016160225676461,공기청정기,서울,2005-06-26,738000,2005-07-02,사회과학대학RC행정팀(서울),취득,9,확정,자체구입,C190,강의실 미세먼지 관리,2005-07-02,2005-07-01,1
4016160225676461,공기청정기,서울,2005-08-23,748000,2005-08-26,학생지원팀(서울),운용,9,확정,자체구입,A124,,2005-08-26,2099-12-31,1
4016160225676461,공기청정기,서울,2005-08-23,748000,2005-08-26,학생지원팀(서울),취득,9,확정,자체구입,A124,,2005-08-26,2005-08-25,1
4016160225676461,공기청정기,서울,2005-09-10,737000,2005-09-14,인문과학대학RC행정팀(서울),운용,9,확정,자체구입,C188,강의실 미세먼지 관리,2005-09-14,2099-12-31,1
4016160225676461,공기청정기,서울,2005-09-10,737000,2005-09-14,인문과학대학RC행정팀(서울),취득,9,확정,자체구입,C188,강의실 미세먼지 관리,2005-09-14,2005-09-13,1
4016160225676461,공기청정기,서울,2005-09-20,769000,2005-09-26,자연과학대학RC행정팀(서울),운용,9,확정,자체구입,C192,강의실 미세먼지 관리,2005-09-26,2099-12-31,1
4016160225676461,공기청정기,서울,2005-09-20,769000,2005-09-26,자연과학대학RC행정팀(서울),취득,9,확정,자체구입,C192,강의실 미세먼지 관리,2005-09-26,2005-09-25,1
4016160225676461,공기청정기,서울,2005-10-19,763000,2005-10-26,자연과학대학RC행정팀(서울),운용,9,확정,자체구입,C192,사무실 환경 개선,2005-10-26,2099-12-31,1
4016160225676461,공기청정기,서울,2005-10-19,763000,2005-10-26,자연과학대학RC행정팀(서울),취득,9,확정,자체구입,C192,사무실 환경 개선,2005-10-26,2005-10-25,1
4016160225676461,공기청정기,서울,2006-02-20,726000,2006-02-27,학생지원팀(서울),운용,9,확정,자체구입,A124,강의실 미세먼지 관리,2006-02-27,2099-12-31,1
4016160225676461,공기청정기,서울,2006-02-20,726000,2006-02-27,학생지원팀(서울),취득,9,확정,자체구입,A124,강의실 미세먼지 관리,2006-02-27,2006-02-26,1
4016160225676461,공기청정기,서울,2006-03-08,771000,2006-03-15,학생지원팀(서울),운용,9,확정,자체구입,A124,,2006-03-15,2099-12-31,1
4016160225676461,공기청정기,서울,2006-03-08,771000,2006-03-15,학생지원팀(서울),취득,9,확정,자체구입,A124,,2006-03-15,2006-03-14,1
4016160225676461,공기청정기,서울,2006-09-24,786000,2006-09-27,자연과학대학RC행정팀(서울),운용,9,확정,자체구입,C192,사무실 환경 개선,2006-09-27,2099-12-31,1
4016160225676461,공기청정기,서울,2006-09-24,786000,2006-09-27,자연과학대학RC행정팀(서울),취득,9,확정,자체구입,C192,사무실 환경 개선,2006-09-27,2006-09-26,1
4016160225676461,공기청정기,서울,2006-09-26,724000,2006-10-03,사회과학대학RC행정팀(서울),운용,9,확정,자체구입,C190,강의실 미세먼지 관리,2006-10-03,2099-12-31,1
4016160225676461,공기청정기,서울,2006-09-26,724000,2006-10-03,사회과학대학RC행정팀(서울),취득,9,확정,자체구입,C190,강의실 미세먼지 관리,2006-10-03,2006-10-02,1
4016160225676461,공기청정기,서울,2007-05-11,786000,2007-05-14,자연과학대학RC행정팀(서울),운용,9,확정,자체구입,C192,,2007-05-14,2099-12-31,1
4016160225676461,공기청정기,서울,2007-05-11,786000,2007-05-14,자연과학대학RC행정팀(서울),취득,9,확정,자체구입,C192,,2007-05-14,2007-05-13,1
4016160225676461,공기청정기,서울,2007-05-15,746000,2007-05-22,공과대학RC행정팀(서울),운용,9,확정,자체구입,C182,,2007-05-22,2099-12-31,1
