G2B_목록번호,G2B_목록명,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-28,3228000,2015-07-28,,반납,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-30,3270000,2015-08-16,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-30,3270000,2015-08-16,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-30,3270000,2015-08-16,공학대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-23,5521000,2015-09-09,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-23,5521000,2015-09-09,소프트웨어융합대학RC행정팀(ERICA),운용,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-24,3425000,2015-08-23,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-24,3425000,2015-08-23,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-24,3425000,2015-08-23,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-24,3425000,2015-08-23,시설팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-13,5025000,2015-10-09,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-13,5025000,2015-10-09,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-13,5025000,2015-10-09,경상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-30,5768000,2015-10-12,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-30,5768000,2015-10-12,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-30,5768000,2015-10-12,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-30,5768000,2015-10-12,공학대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-09,5900000,2015-09-14,,반납,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-09,5900000,2015-09-14,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-09,5900000,2015-09-14,시설팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-12,3748000,2015-09-19,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-12,3748000,2015-09-19,소프트웨어융합대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-18,1583000,2015-09-20,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-18,1583000,2015-09-20,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-24,4947000,2015-11-20,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-24,4947000,2015-11-20,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-09-24,4947000,2015-11-20,학생지원팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-10-08,3982000,2015-10-13,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-10-08,3982000,2015-10-13,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-10-08,3982000,2015-10-13,글로벌문화통상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-03,7442000,2016-01-22,,반납,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-03,7442000,2016-01-22,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-03,7442000,2016-01-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-14,7055000,2015-12-17,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-14,7055000,2015-12-17,,처분,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-14,7055000,2015-12-17,공학대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-17,6140000,2016-02-05,,반납,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-17,6140000,2016-02-05,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-17,6140000,2016-02-05,글로벌문화통상대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-16,697000,2016-03-11,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-27,741000,2016-02-03,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-19,5662000,2016-02-25,,처분,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-19,5662000,2016-02-25,공학대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4434000,2016-04-16,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4434000,2016-04-16,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4434000,2016-04-16,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4434000,2016-04-16,경상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-26,718000,2016-04-10,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-07,3203000,2016-03-10,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-07,3203000,2016-03-10,경상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-10,1445000,2016-04-13,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-10,1445000,2016-04-13,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-17,1620000,2016-05-19,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-17,1620000,2016-05-19,경상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-20,2112000,2016-04-27,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-20,2112000,2016-04-27,소프트웨어융합대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-06-13,7321000,2016-06-19,,반납,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-06-13,7321000,2016-06-19,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-06-13,7321000,2016-06-19,글로벌문화통상대학RC행정팀(ERICA),운용,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-06-21,6140000,2016-08-04,,반납,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-06-21,6140000,2016-08-04,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-06-21,6140000,2016-08-04,경상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-03,2190000,2016-08-09,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-03,2190000,2016-08-09,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-16,817000,2016-08-18,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-16,4402000,2016-10-25,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-16,4402000,2016-10-25,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-16,4402000,2016-10-25,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-16,4402000,2016-10-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-10-05,2871000,2016-10-11,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-10-05,2871000,2016-10-11,글로벌문화통상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-03,6766000,2016-11-10,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-03,6766000,2016-11-10,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-03,6766000,2016-11-10,경상대학RC행정팀(ERICA),운용,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-19,2431000,2016-11-26,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-19,2431000,2016-11-26,시설팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-30,6856000,2016-12-02,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-30,6856000,2016-12-02,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-30,6856000,2016-12-02,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-30,6856000,2016-12-02,경상대학RC행정팀(ERICA),운용,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-02,4073000,2017-01-24,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-02,4073000,2017-01-24,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-02,4073000,2017-01-24,경상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-10,6044000,2017-02-23,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-10,6044000,2017-02-23,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-10,6044000,2017-02-23,글로벌문화통상대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-29,3077000,2017-03-03,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-29,3077000,2017-03-03,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-29,3077000,2017-03-03,시설팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-03,1441000,2017-02-07,학생지원팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-08,6295000,2017-03-26,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-08,6295000,2017-03-26,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-08,6295000,2017-03-26,경상대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-11,1484000,2017-02-15,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-11,1484000,2017-02-15,글로벌문화통상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-30,750000,2017-05-12,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-31,4780000,2017-04-07,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-31,4780000,2017-04-07,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-31,4780000,2017-04-07,경상대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-11,6240000,2017-05-18,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-11,6240000,2017-05-18,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-11,6240000,2017-05-18,공학대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-05-03,1575000,2017-06-06,소프트웨어융합대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-07,4636000,2017-06-10,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-07,4636000,2017-06-10,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-07,4636000,2017-06-10,글로벌문화통상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-07,5494000,2017-07-12,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-07,5494000,2017-07-12,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-07,5494000,2017-07-12,,처분,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-08,702000,2017-07-14,공학대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-05,2071000,2017-08-09,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-05,2071000,2017-08-09,글로벌문화통상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-11-07,746000,2017-12-07,경상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-11-17,5538000,2017-12-31,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-11-17,5538000,2017-12-31,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-11-17,5538000,2017-12-31,글로벌문화통상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-12-06,4552000,2017-12-12,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-12-06,4552000,2017-12-12,학생지원팀(ERICA),운용,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-12-13,5791000,2017-12-16,,처분,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-12-13,5791000,2017-12-16,글로벌문화통상대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-12-28,792000,2018-02-17,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-01-19,5747000,2018-02-18,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-01-19,5747000,2018-02-18,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-01-19,5747000,2018-02-18,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-01-19,5747000,2018-02-18,경상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-02-06,4779000,2018-03-27,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-02-06,4779000,2018-03-27,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-02-06,4779000,2018-03-27,소프트웨어융합대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-02-28,1640000,2018-03-06,글로벌문화통상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-19,4242000,2018-03-26,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-19,4242000,2018-03-26,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-19,4242000,2018-03-26,학생지원팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-23,4064000,2018-03-24,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-23,4064000,2018-03-24,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-23,4064000,2018-03-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-27,7505000,2018-04-01,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-27,7505000,2018-04-01,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-27,7505000,2018-04-01,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-03-27,7505000,2018-04-01,학생지원팀(ERICA),운용,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-04-12,1594000,2018-05-16,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-04-12,1594000,2018-05-16,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-04-22,2893000,2018-06-11,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-04-22,2893000,2018-06-11,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-04-22,2893000,2018-06-11,학생지원팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-02,1578000,2018-06-15,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-02,1578000,2018-06-15,시설팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-03,3060000,2018-06-04,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-03,3060000,2018-06-04,경상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-09,3867000,2018-05-11,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-09,3867000,2018-05-11,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-09,3867000,2018-05-11,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-15,2123000,2018-05-17,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-15,2123000,2018-05-17,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-26,2304000,2018-07-09,경상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-06,4202000,2018-07-11,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-06,4202000,2018-07-11,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-06,4202000,2018-07-11,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-06,4202000,2018-07-11,글로벌문화통상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-19,6464000,2018-09-09,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-19,6464000,2018-09-09,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-19,6464000,2018-09-09,학생지원팀(ERICA),운용,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-21,3129000,2018-07-22,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-07-21,3129000,2018-07-22,공학대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-09-25,3781000,2018-10-27,,처분,6,3
