G2B_목록번호,G2B_목록명,물품고유번호,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,출력상태,승인상태,취득정리구분,운용부서코드,구매배치ID,구매배치수량,대량구매여부,부서예산등급,부서교체성향,부서관리성향,월평균사용시간,주당사용일수,공용장비여부,수업사용여부,사용강도지수,비고,운용확정일자
4321150324343967,노트북컴퓨터,M201300478,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,197.0,6.0,1.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300479,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,140.0,5.0,1.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300480,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,201.0,6.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300481,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,218.0,4.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300482,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,160.0,5.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300483,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,192.0,6.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300484,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,170.0,6.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300485,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,151.0,6.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300486,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,194.0,5.0,0.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300487,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,148.0,4.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M201300488,ERICA,2013-12-20,1001000,2014-01-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000002,14,1,HIGH,1.12,1.04,126.0,4.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2014-01-05
4321150324343967,노트북컴퓨터,M202000508,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,207.0,5.0,1.0,1.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000509,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,196.0,5.0,1.0,0.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000510,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,121.0,6.0,1.0,1.0,1.296,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000511,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,188.0,5.0,0.0,1.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000512,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,157.0,5.0,1.0,1.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000513,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,212.0,6.0,1.0,1.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000514,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,142.0,6.0,0.0,0.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000515,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,158.0,6.0,1.0,1.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000516,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),불용,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,167.0,4.0,1.0,0.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000517,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,187.0,4.0,1.0,1.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000518,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),불용,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,134.0,5.0,0.0,0.0,1.212,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000519,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,159.0,4.0,1.0,0.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000520,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,130.0,4.0,1.0,0.0,1.314,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M202000521,ERICA,2020-02-09,1055000,2020-02-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2020000003,14,1,HIGH,1.12,1.04,217.0,6.0,0.0,1.0,1.35,미디어실 환경개선 기자재 확충,2020-02-24
4321150324343967,노트북컴퓨터,M200600735,ERICA,2006-08-19,1057000,2006-08-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2006000004,2,0,HIGH,1.12,1.04,180.0,6.0,1.0,1.0,1.35,전산 실습실 공용 장비,2006-08-24
4321150324343967,노트북컴퓨터,M200600736,ERICA,2006-08-19,1057000,2006-08-24,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2006000004,2,0,HIGH,1.12,1.04,197.0,5.0,0.0,0.0,1.35,전산 실습실 공용 장비,2006-08-24
4321150324343967,노트북컴퓨터,M201300493,ERICA,2013-12-30,1025000,2014-01-04,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2013000005,2,0,HIGH,1.12,1.04,216.0,6.0,1.0,0.0,1.35,,2014-01-04
4321150324343967,노트북컴퓨터,M201300494,ERICA,2013-12-30,1025000,2014-01-04,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2013000005,2,0,HIGH,1.12,1.04,171.0,6.0,1.0,1.0,1.35,,2014-01-04
4321150324343967,노트북컴퓨터,M202000522,ERICA,2020-08-05,1055000,2020-08-11,,반납,6,출력,확정,자체제작,C354,B2020000006,2,0,HIGH,1.12,1.04,186.0,5.0,1.0,1.0,1.35,,2020-08-11
4321150324343967,노트북컴퓨터,M202000523,ERICA,2020-08-05,1055000,2020-08-11,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체제작,C354,B2020000006,2,0,HIGH,1.12,1.04,163.0,4.0,1.0,1.0,1.35,,2020-08-11
4321150324343967,노트북컴퓨터,M200901026,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,148.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901027,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,149.0,4.0,0.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901028,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,129.0,6.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901029,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,147.0,6.0,1.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901030,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,193.0,6.0,1.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901031,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,172.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901032,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,165.0,5.0,1.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901033,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,126.0,6.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901034,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,127.0,5.0,1.0,0.0,1.325,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901035,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,133.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901036,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,137.0,5.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901037,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,129.0,5.0,0.0,0.0,1.277,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901038,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,132.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901039,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,121.0,4.0,0.0,0.0,1.148,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901040,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),불용,6,미출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,141.0,5.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901041,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,171.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M200901042,ERICA,2009-02-13,994000,2009-02-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2009000007,17,1,HIGH,1.12,1.04,169.0,5.0,0.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2009-02-21
4321150324343967,노트북컴퓨터,M201600780,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,156.0,5.0,1.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600781,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,220.0,6.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600782,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,144.0,5.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600783,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,214.0,6.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600784,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,126.0,6.0,1.0,0.0,1.273,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600785,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,187.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600786,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,143.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600787,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,150.0,5.0,1.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600788,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,151.0,6.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600789,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,173.0,6.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600790,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,153.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600791,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,153.0,5.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600792,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,178.0,5.0,0.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600793,ERICA,2016-06-02,1032000,2016-06-14,공과대학RC행정팀(서울),처분,6,출력,확정,자체구입,C182,B2016000008,17,1,HIGH,1.12,1.04,121.0,5.0,1.0,1.0,1.343,기초실험실 환경개선 기자재 확충,2016-12-02
4321150324343967,노트북컴퓨터,M201600794,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,132.0,4.0,1.0,1.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600795,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,136.0,5.0,0.0,0.0,1.319,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M201600796,ERICA,2016-06-02,1032000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2016000008,17,1,HIGH,1.12,1.04,167.0,5.0,1.0,0.0,1.35,기초실험실 환경개선 기자재 확충,2016-06-14
4321150324343967,노트북컴퓨터,M202200383,ERICA,2022-08-02,1084000,2022-08-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2022000009,17,1,HIGH,1.12,1.04,210.0,5.0,1.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2022-08-12
4321150324343967,노트북컴퓨터,M202200384,ERICA,2022-08-02,1084000,2022-08-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2022000009,17,1,HIGH,1.12,1.04,203.0,6.0,1.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2022-08-12
4321150324343967,노트북컴퓨터,M202200385,ERICA,2022-08-02,1084000,2022-08-12,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2022000009,17,1,HIGH,1.12,1.04,158.0,6.0,1.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2022-08-12
4321150324343967,노트북컴퓨터,M202200386,ERICA,2022-08-02,1084000,2022-08-12,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,B2022000009,17,1,HIGH,1.12,1.04,153.0,4.0,0.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2022-08-12
4321150324343967,노트북컴퓨터,M202200387,ERICA,2022-08-02,1084000,2022-08-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,B2022000009,17,1,HIGH,1.12,1.04,139.0,5.0,1.0,1.0,1.35,제1실습실 환경개선 기자재 확충,2022-08-12
4321150324343967,노트북컴퓨터,M202200388,ERICA,2022-08-02,1084000,2022-08-12,,처분,6,출력,확정,자체구입,C354,B2022000009,17,1,HIGH,1.12,1.04,163.0,4.0,1.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2022-08-12
4321150324343967,노트북컴퓨터,M202200389,ERICA,2022-08-02,1084000,2022-08-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,B2022000009,17,1,HIGH,1.12,1.04,184.0,5.0,1.0,0.0,1.35,제1실습실 환경개선 기자재 확충,2022-08-12
